source_database,pmid,doi,year,title,abstract,journal,query,corpus,openalex_id,source_db,doi_clean,pmid_clean,title_clean,dedup_key,url,relevance_score,relevance_class,taxon_scope,stx_term_count,gene_term_count,dinoflagellate_term_count,cyanobacteria_term_count,environment_term_count,matched_stx_terms,matched_gene_terms,matched_dinoflagellate_terms,matched_cyanobacteria_terms,matched_environment_terms
PubMed,23335767.0,10.1128/AEM.03279-12,2013.0,"Evolutionary acquisition and loss of saxitoxin biosynthesis in dinoflagellates: the second ""core"" gene, sxtG.","Saxitoxin and its derivatives are potent neurotoxins produced by several cyanobacteria and dinoflagellate species. SxtA is the initial enzyme in the biosynthesis of saxitoxin. The dinoflagellate full mRNA and partial genomic sequences have previously been characterized, and it appears that sxtA originated in dinoflagellates through a horizontal gene transfer from a bacterium. So far, little is known about the remaining genes involved in this pathway in dinoflagellates. Here we characterize sxtG, an amidinotransferase enzyme gene that putatively encodes the second step in saxitoxin biosynthesis. In this study, the entire sxtG transcripts from Alexandrium fundyense CCMP1719 and Alexandrium minutum CCMP113 were amplified and sequenced. The transcripts contained typical dinoflagellate spliced leader sequences and eukaryotic poly(A) tails. In addition, partial sxtG transcript fragments were amplified from four additional Alexandrium species and Gymnodinium catenatum. The phylogenetic inference of dinoflagellate sxtG, congruent with sxtA, revealed a bacterial origin. However, it is not known if sxtG was acquired independently of sxtA. Amplification and sequencing of the corresponding genomic sxtG region revealed noncanonical introns. These introns show a high interspecies and low intraspecies variance, suggesting multiple independent acquisitions and losses. Unlike sxtA, sxtG was also amplified from Alexandrium species not known to synthesize saxitoxin. However, amplification was not observed for 22 non-saxitoxin-producing dinoflagellate species other than those of the genus Alexandrium or G. catenatum. This result strengthens our hypothesis that saxitoxin synthesis has been secondarily lost in conjunction with sxtA for some descendant species.",Applied and environmental microbiology,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1128/aem.03279-12,23335767.0,evolutionary acquisition and loss of saxitoxin biosynthesis in dinoflagellates the second core gene sxtg,doi:10.1128/aem.03279-12,,31,high_confidence_stx_biosynthesis,cross_taxa,1,3,7,1,0,saxitoxin,saxitoxin biosynthesis; sxta; sxtg,alexandrium; alexandrium fundyense; alexandrium minutum; dinoflagellate; dinoflagellates; gymnodinium; gymnodinium catenatum,cyanobacteria,
CrossRef,,10.3390/toxins13100733,2021.0,"Salinity Affects Saxitoxins (STXs) Toxicity in the Dinoflagellate Alexandrium pacificum, with Low Transcription of SXT-Biosynthesis Genes sxtA4 and sxtG","<jats:p>Salinity is an important factor for regulating metabolic processes in aquatic organisms; however, its effects on toxicity and STX biosynthesis gene responses in dinoflagellates require further elucidation. Herein, we evaluated the physiological responses, toxin production, and expression levels of two STX synthesis core genes, sxtA4 and sxtG, in the dinoflagellate Alexandrium pacificum Alex05 under different salinities (20, 25, 30, 35, and 40 psu). Optimal growth was observed at 30 psu (0.12 cell division/d), but cell growth significantly decreased at 20 psu and was irregular at 25 and 40 psu. The cell size increased at lower salinities, with the highest size of 31.5 µm at 20 psu. STXs eq was highest (35.8 fmol/cell) in the exponential phase at 30 psu. GTX4 and C2 were predominant at that time but were replaced by GTX1 and NeoSTX in the stationary phase. However, sxtA4 and sxtG mRNAs were induced, and their patterns were similar in all tested conditions. PCA showed that gene transcriptional levels were not correlated with toxin contents and salinity. These results suggest that A. pacificum may produce the highest amount of toxins at optimal salinity, but sxtA4 and sxtG may be only minimally affected by salinity, even under high salinity stress.</jats:p>",Toxins,cyanobacterial sxt genes,cyanobacteria_stx,,,10.3390/toxins13100733,,salinity affects saxitoxins stxs toxicity in the dinoflagellate alexandrium pacificum with low transcription of sxt biosynthesis genes sxta4 and sxtg,doi:10.3390/toxins13100733,,30,high_confidence_stx_biosynthesis,dinoflagellate,4,2,4,0,2,gtx1; gtx4; saxitoxins; stx,sxta4; sxtg,alexandrium; alexandrium pacificum; dinoflagellate; dinoflagellates,,salinity; stress
CrossRef,,10.3390/toxins12110723,2020.0,First Report of Paralytic Shellfish Toxins in Marine Invertebrates and Fish in Spain,"<jats:p>A paralytic shellfish poisoning (PSP) episode developed in summer 2018 in the Rías Baixas (Galicia, NW Spain). The outbreak was associated with an unprecedentedly intense and long-lasting harmful algal bloom (HAB) (~one month) caused by the dinoflagellate Alexandrium minutum. Paralytic shellfish toxins (PSTs) were analyzed in extracts of 45 A. minutum strains isolated from the bloom by high-performance liquid chromatography with post-column oxidation and fluorescence detection (HPLC-PCOX-FLD). PSTs were also evaluated in tissues from marine fauna (invertebrates and fish) collected during the episode and in dolphin samples. The analysis of 45 A. minutum strains revealed a toxic profile including GTX1, GTX2, GTX3 and GTX4 toxins. With regard to the marine fauna samples, the highest PSTs levels were quantified in bivalve mollusks, but the toxins were also found in mullets, mackerels, starfish, squids and ascidians. This study reveals the potential accumulation of PSTs in marine invertebrates other than shellfish that could act as vectors in the trophic chain or pose a risk for human consumption. To our knowledge, this is the first time that PSTs are reported in ascidians and starfish from Spain. Moreover, it is the first time that evidence of PSTs in squids is described in Europe.</jats:p>",Toxins,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.3390/toxins12110723,,first report of paralytic shellfish toxins in marine invertebrates and fish in spain,doi:10.3390/toxins12110723,,30,dinoflagellate_stx,dinoflagellate,7,0,3,0,3,gtx1; gtx2; gtx3; gtx4; paralytic shellfish poisoning; paralytic shellfish toxins; psts,,alexandrium; alexandrium minutum; dinoflagellate,,bloom; hab; harmful algal bloom
PubMed,19331657.0,10.1186/1471-2091-10-8,2009.0,Characterisation of the paralytic shellfish toxin biosynthesis gene clusters in Anabaena circinalis AWQC131C and Aphanizomenon sp. NH-5.,"Saxitoxin and its analogues collectively known as the paralytic shellfish toxins (PSTs) are neurotoxic alkaloids and are the cause of the syndrome named paralytic shellfish poisoning. PSTs are produced by a unique biosynthetic pathway, which involves reactions that are rare in microbial metabolic pathways. Nevertheless, distantly related organisms such as dinoflagellates and cyanobacteria appear to produce these toxins using the same pathway. Hypothesised explanations for such an unusual phylogenetic distribution of this shared uncommon metabolic pathway, include a polyphyletic origin, an involvement of symbiotic bacteria, and horizontal gene transfer. We describe the identification, annotation and bioinformatic characterisation of the putative paralytic shellfish toxin biosynthesis clusters in an Australian isolate of Anabaena circinalis and an American isolate of Aphanizomenon sp., both members of the Nostocales. These putative PST gene clusters span approximately 28 kb and contain genes coding for the biosynthesis and export of the toxin. A putative insertion/excision site in the Australian Anabaena circinalis AWQC131C was identified, and the organization and evolution of the gene clusters are discussed. A biosynthetic pathway leading to the formation of saxitoxin and its analogues in these organisms is proposed. The PST biosynthesis gene cluster presents a mosaic structure, whereby genes have apparently transposed in segments of varying size, resulting in different gene arrangements in all three sxt clusters sequenced so far. The gene cluster organizational structure and sequence similarity seems to reflect the phylogeny of the producer organisms, indicating that the gene clusters have an ancient origin, or that their lateral transfer was also an ancient event. The knowledge we gain from the characterisation of the PST biosynthesis gene clusters, including the identity and sequence of the genes involved in the biosynthesis, may also afford the identification of these gene clusters in dinoflagellates, the cause of human mortalities and significant financial loss to the tourism and shellfish industries.",BMC biochemistry,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1186/1471-2091-10-8,19331657.0,characterisation of the paralytic shellfish toxin biosynthesis gene clusters in anabaena circinalis awqc131c and aphanizomenon sp nh 5,doi:10.1186/1471-2091-10-8,,30,high_confidence_stx_biosynthesis,cross_taxa,6,1,1,3,0,paralytic shellfish poisoning; paralytic shellfish toxin; paralytic shellfish toxins; pst; psts; saxitoxin,toxin biosynthesis,dinoflagellates,anabaena; aphanizomenon; cyanobacteria,
PubMed,22628533.0,10.1093/molbev/mss142,2013.0,Evolution of saxitoxin synthesis in cyanobacteria and dinoflagellates.,"Dinoflagellates produce a variety of toxic secondary metabolites that have a significant impact on marine ecosystems and fisheries. Saxitoxin (STX), the cause of paralytic shellfish poisoning, is produced by three marine dinoflagellate genera and is also made by some freshwater cyanobacteria. Genes involved in STX synthesis have been identified in cyanobacteria but are yet to be reported in the massive genomes of dinoflagellates. We have assembled comprehensive transcriptome data sets for several STX-producing dinoflagellates and a related non-toxic species and have identified 265 putative homologs of 13 cyanobacterial STX synthesis genes, including all of the genes directly involved in toxin synthesis. Putative homologs of four proteins group closely in phylogenies with cyanobacteria and are likely the functional homologs of sxtA, sxtG, and sxtB in dinoflagellates. However, the phylogenies do not support the transfer of these genes directly between toxic cyanobacteria and dinoflagellates. SxtA is split into two proteins in the dinoflagellates corresponding to the N-terminal portion containing the methyltransferase and acyl carrier protein domains and a C-terminal portion with the aminotransferase domain. Homologs of sxtB and N-terminal sxtA are present in non-toxic strains, suggesting their functions may not be limited to saxitoxin production. Only homologs of the C-terminus of sxtA and sxtG were found exclusively in toxic strains. A more thorough survey of STX+ dinoflagellates will be needed to determine if these two genes may be specific to SXT production in dinoflagellates. The A. tamarense transcriptome does not contain homologs for the remaining STX genes. Nevertheless, we identified candidate genes with similar predicted biochemical activities that account for the missing functions. These results suggest that the STX synthesis pathway was likely assembled independently in the distantly related cyanobacteria and dinoflagellates, although using some evolutionarily related proteins. The biological role of STX is not well understood in either cyanobacteria or dinoflagellates. However, STX production in these two ecologically distinct groups of organisms suggests that this toxin confers a benefit to producers that we do not yet fully understand.",Molecular biology and evolution,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1093/molbev/mss142,22628533.0,evolution of saxitoxin synthesis in cyanobacteria and dinoflagellates,doi:10.1093/molbev/mss142,,29,high_confidence_stx_biosynthesis,cross_taxa,3,3,2,2,0,paralytic shellfish poisoning; saxitoxin; stx,sxta; sxtb; sxtg,dinoflagellate; dinoflagellates,cyanobacteria; cyanobacterial,
OpenAlex,,,2012.0,"Characterization of the Saxitoxin Biosynthetic Starting Gene, sxta in the Toxic Dinoflagellate Alexandrium tamiyavanichii","Recently, molecular genetics of the Saxitoxin (STX) biosynthesis pathway has become one of the major focuses in paralytic shellfish poisoning (PSP) toxin-related studies after the recent discovery of STX biosynthetic genes in toxic cyanobacteria and later in the toxic dinoflagellates. Here we described the two domains of sxtA, SAM-dependent methyltransferase coding gene, sxtA1 and the class II aminotransferase coding gene, sxtA4 from a toxic strain of Alexandrium tamiyavanichii isolated from Samariang, Sarawak.",Unimas Institutional Repository (Universiti Malaysia Sarawak),cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,https://openalex.org/W2260836353,,,,characterization of the saxitoxin biosynthetic starting gene sxta in the toxic dinoflagellate alexandrium tamiyavanichii,title:characterization of the saxitoxin biosynthetic starting gene sxta in the toxic dinoflagellate alexandrium tamiyavanichii,,29,high_confidence_stx_biosynthesis,cross_taxa,3,3,3,1,0,paralytic shellfish poisoning; saxitoxin; stx,saxitoxin biosynthetic; sxta; sxta4,alexandrium; dinoflagellate; dinoflagellates,cyanobacteria,
PubMed,20935128.0,10.1128/AEM.00174-10,2010.0,Detection of saxitoxin-producing cyanobacteria and Anabaena circinalis in environmental water blooms by quantitative PCR.,"Saxitoxins (STXs) are carbamate alkaloid neurotoxins produced by marine ""red tide"" dinoflagellates and several species of freshwater filamentous cyanobacteria, including Anabaena circinalis, Aphanizomenon spp., Lyngbya wollei, and Cylindrospermopsis raciborskii. A specific quantitative PCR (qPCR) method based on SYBR green chemistry was developed to quantify saxitoxin-producing Anabaena circinalis cyanobacteria, which are major bloom-forming freshwater cyanobacteria. The aim of this study was to infer the potential toxigenicity of samples by determining the copy number of a unique and unusual polyketide synthase (PKS) sequence (sxtA) in the STX biosynthesis gene cluster identified in cyanobacteria. Our qPCR approach was applied to water samples collected from different Australian lakes, dams, and rivers. The STX concentration and cyanobacterial cell density of these blooms were also determined by high-pressure liquid chromatography (HPLC) and microscopic cell counting, respectively. STX concentrations correlated positively with STX gene copy numbers, indicating that the latter can be used as a measure of potential toxigenicity in Anabaena circinalis and possibly other cyanobacterial blooms. The qPCR method targeting STX genes can also be employed for both monitoring and ecophysiological studies of toxic Anabaena circinalis blooms and potentially several other STX-producing cyanobacteria.",Applied and environmental microbiology,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1128/aem.00174-10,20935128.0,detection of saxitoxin producing cyanobacteria and anabaena circinalis in environmental water blooms by quantitative pcr,doi:10.1128/aem.00174-10,,29,high_confidence_stx_biosynthesis,cross_taxa,3,1,1,6,2,saxitoxin; saxitoxins; stx,sxta,dinoflagellates,anabaena; aphanizomenon; cyanobacteria; cyanobacterial; cylindrospermopsis; lyngbya,bloom; environmental
PubMed,19484122.0,10.1371/journal.pone.0005758,2009.0,Origin of saxitoxin biosynthetic genes in cyanobacteria.,"Paralytic shellfish poisoning (PSP) is a potentially fatal syndrome associated with the consumption of shellfish that have accumulated saxitoxin (STX). STX is produced by microscopic marine dinoflagellate algae. Little is known about the origin and spread of saxitoxin genes in these under-studied eukaryotes. Fortuitously, some freshwater cyanobacteria also produce STX, providing an ideal model for studying its biosynthesis. Here we focus on saxitoxin-producing cyanobacteria and their non-toxic sisters to elucidate the origin of genes involved in the putative STX biosynthetic pathway. We generated a draft genome assembly of the saxitoxin-producing (STX+) cyanobacterium Anabaena circinalis ACBU02 and searched for 26 candidate saxitoxin-genes (named sxtA to sxtZ) that were recently identified in the toxic strain Cylindrospermopsis raciborskii T3. We also generated a draft assembly of the non-toxic (STX-) sister Anabaena circinalis ACFR02 to aid the identification of saxitoxin-specific genes. Comparative phylogenomic analyses revealed that nine putative STX genes were horizontally transferred from non-cyanobacterial sources, whereas one key gene (sxtA) originated in STX+ cyanobacteria via two independent horizontal transfers followed by fusion. In total, of the 26 candidate saxitoxin-genes, 13 are of cyanobacterial provenance and are monophyletic among the STX+ taxa, four are shared amongst STX+ and STX-cyanobacteria, and the remaining nine genes are specific to STX+ cyanobacteria. Our results provide evidence that the assembly of STX genes in ACBU02 involved multiple HGT events from different sources followed presumably by coordination of the expression of foreign and native genes in the common ancestor of STX+ cyanobacteria. The ability to produce saxitoxin was subsequently lost multiple independent times resulting in a nested relationship of STX+ and STX- strains among Anabaena circinalis strains.",PloS one,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1371/journal.pone.0005758,19484122.0,origin of saxitoxin biosynthetic genes in cyanobacteria,doi:10.1371/journal.pone.0005758,,29,high_confidence_stx_biosynthesis,cross_taxa,3,2,1,5,0,paralytic shellfish poisoning; saxitoxin; stx,saxitoxin biosynthetic; sxta,dinoflagellate,anabaena; cyanobacteria; cyanobacterial; cyanobacterium; cylindrospermopsis,
PubMed,35198665.0,10.1016/j.dib.2022.107881,2022.0,"Dataset of genome sequence, <i>de novo</i> assembly, and functional annotation of <i>Ruegeria</i> sp. (PBVC088), a marine bacterium associated with the toxin-producing harmful dinoflagellate, <i>Pyrodinium bahamense</i> var. <i>compressum</i>.","The dataset comprises a whole-genome sequence of <i>Ruegeria</i> sp. PBVC088, a symbiotic (Gram-negative) bacterium associated with <i>Pyrodinium bahamense</i> var. c<i>ompressum</i>, which has been associated with harmful algal blooms in the coastal waters of west Sabah, Malaysia. Harmful algal blooms contribute to economic losses for the aquaculture industry, as well as human illnesses and fatalities due to paralytic shellfish poisoning. Bacteria-algae dynamics have posited that the interaction is potentially responsible for the toxin production during a toxic harmful algal bloom event. Despite the expanding body of literature on the capabilities of these bacteria to metabolize, produce, and modify toxins autonomously, it has yet to be confirmed that these toxin-producing bacteria are capable of autonomous toxin synthesis. Saxitoxin, a paralytic shellfish poisoning toxin, is produced by a unique biosynthetic pathway, where the genetic basis for the saxitoxin production was first reported in the saxitoxin-producing cyanobacteria strain <i>Cylindrospermopsis raciborskii</i> T3 (NCBI accession no. DQ787200). The genes responsible for saxitoxin biosynthesis in dinoflagellates, have yet to be fully elucidated. The identification of cyanobacteria saxitoxin biosynthesis genes (<i>sxt</i>) may eventually lead to the identification of homologous genes within the dinoflagellates. Previous studies on the diversity of the bacterial communities associated with the same toxic <i>P. bahamense</i> harmful alga has been carried out by using both the culture-dependent 16S ribosomal RNA gene sequence analysis and culture-independent 16S metagenomic sequence analysis. This study extends the knowledge pertaining to the genomic aspect of an associated bacterium isolated from <i>P. bahamense</i> alga by adopting a whole genome sequencing approach. Here, we report the genome sequencing, <i>de novo</i> assembly, and annotation data of a bacterium, <i>Ruegeria</i> sp. PBVC088, associated with harmful alga <i>P. bahamense</i>, which can be referenced by researchers to identify the genes and pathways related to toxin biosynthesis from a much larger data set. The genome of <i>Ruegeria</i> sp. PBVC088 was sequenced using the Illumina MiSeq platform with 250 bp paired-end reads. The number of reads generated from the MiSeq sequencer was 1,135,484, with an estimated coverage of 100X. The estimated genome size for the marine bacterium was computed to be 5.78 Mb. Annotation of the genome predicted 5,689 gene sequences, which were assigned putative functions based on homology to existing protein sequences in public databases. In addition, annotation of genes related to saxitoxin biosynthesis pathway was also performed. Raw fastq reads and the final version of the genome assembly have been deposited in the National Center for Biotechnology Information (NCBI) (BioProject: PRJNA324753, WGS: LZNT00000000, SRA: SRR3646181). The genome data provided here are expected to better understand the genetic processes involved in saxitoxin biosynthesis in marine bacteria associated with dinoflagellates.",Data in brief,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1016/j.dib.2022.107881,35198665.0,dataset of genome sequence de novo assembly and functional annotation of ruegeria sp pbvc088 a marine bacterium associated with the toxin producing harmful dinoflagellate pyrodinium bahamense var compressum,doi:10.1016/j.dib.2022.107881,,28,high_confidence_stx_biosynthesis,cross_taxa,2,2,4,2,2,paralytic shellfish poisoning; saxitoxin,saxitoxin biosynthesis; toxin biosynthesis,dinoflagellate; dinoflagellates; pyrodinium; pyrodinium bahamense,cyanobacteria; cylindrospermopsis,bloom; harmful algal bloom
PubMed,36326655.0,10.1099/mgen.0.000879,2022.0,Genetic association of toxin production in the dinoflagellate <i>Alexandrium minutum</i>.,"Dinoflagellates of the genus <i>Alexandrium</i> are responsible for harmful algal blooms and produce paralytic shellfish toxins (PSTs). Their very large and complex genomes make it challenging to identify the genes responsible for toxin synthesis. A family-based genomic association study was developed to determine the inheritance of toxin production in <i>Alexandrium minutum</i> and identify genomic regions linked to this production. We show that the ability to produce toxins is inheritable in a Mendelian way, while the heritability of the toxin profile is more complex. We developed the first dinoflagellate genetic linkage map. Using this map, several major results were obtained: 1. A genomic region related to the ability to produce toxins was identified. 2. This region does not contain any polymorphic <i>sxt</i> genes, known to be involved in toxin production in cyanobacteria. 3. The <i>sxt</i> genes, known to be present in a single cluster in cyanobacteria, are scattered on different linkage groups in <i>A. minutum</i>. 4. The expression of two <i>sxt</i> genes not assigned to any linkage group, <i>sxtI</i> and <i>sxtG</i>, may be regulated by the genomic region related to the ability to produce toxins. Our results provide new insights into the organization of toxicity-related genes in <i>A. minutum</i>, suggesting a dissociated genetic mechanism for the production of the different analogues and the ability to produce toxins. However, most of the newly identified genes remain unannotated. This study therefore proposes new candidate genes to be further explored to understand how dinoflagellates synthesize their toxins.",Microbial genomics,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.1099/mgen.0.000879,36326655.0,genetic association of toxin production in the dinoflagellate alexandrium minutum,doi:10.1099/mgen.0.000879,,28,high_confidence_stx_biosynthesis,cross_taxa,2,3,4,1,0,paralytic shellfish toxins; psts,sxt genes; sxtg; sxti,alexandrium; alexandrium minutum; dinoflagellate; dinoflagellates,cyanobacteria,
PubMed,19632259.0,10.1016/j.toxicon.2009.07.018,2010.0,Route of metabolization and detoxication of paralytic shellfish toxins in humans.,"Paralytic shellfish toxins (PST) are a collection of over 26 structurally related imidazoline guanidinium derivatives produced by marine dinoflagellates and freshwater cyanobacteria. Glucuronidation of drugs by UDP-glucuronosyltransferase (UGT) is the major phase II conjugation reaction in mammalian liver. In this study, using human liver microsomes, the in vitro paralytic shellfish toxins oxidation and sequential glucuronidation are achieved. Neosaxitoxin (neoSTX), Gonyautoxin 3/2 epimers (GTX3/GTX2) and Saxitoxin (STX) are used as starting enzymatic substrates. The enzymatic reaction final product metabolites are identified by using HPLC-FLD and HPLC/ESI-IT/MS. Four metabolites from GTX3/GTX2 epimers precursors, three of neoSTX and two of STX are clearly identified after incubating with UDPGA/NADPH and fresh liver microsomes. The glucuronic-Paralytic Shellfish Toxins were completely hydrolysed by treatment with beta-glucuronidase. All toxin analogs were identified comparing their HPLC retention time with those of analytical standard reference samples and further confirmed by HPLC/ESI-IT/MS. Paralytic Shellfish Toxins (PST) were widely metabolized by human microsomes and less than 15% of the original PST, incubated as substrate, stayed behind at the end of the incubation. The apparent V(max) and Km formation values for the respective glucuronides of neoSTX, GTX3/GTX2 epimers and STX were determined. The V(max) formation values for Glucuronic-GTX3 and Glucuronic-GTX2 were lower than Glucuronic-neoSTX and Glucuronic-STX (6.8+/-1.9x10(-3); 8.3+/-2.8x10(-3) and 9.7+/-2.8x10(-3)pmol/min/mg protein respectively). Km of the glucuronidation reaction for GTX3/GTX2 epimers was less than that of glucuronidation of neoSTX and STX (20.2+/-0.12; 27.06+/-0.23 and 32.02+/-0.64microM respectively). In conclusion, these data show for the first time, direct evidence for the sequential oxidation and glucuronidation of PST in vitro, both being the initial detoxication reactions for the excretion of these toxins in humans. The PST oxidation and glucuronidation pathway showed here, is the hepatic conversion of its properly glucuronic-PST synthesized, and the sequential route of PST detoxication in human.",Toxicon : official journal of the International Society on Toxinology,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1016/j.toxicon.2009.07.018,19632259.0,route of metabolization and detoxication of paralytic shellfish toxins in humans,doi:10.1016/j.toxicon.2009.07.018,,28,dinoflagellate_stx,cross_taxa,8,0,1,1,0,gonyautoxin; gtx2; gtx3; neosaxitoxin; paralytic shellfish toxins; pst; saxitoxin; stx,,dinoflagellates,cyanobacteria,
OpenAlex,,10.1046/j.1529-8817.2003.02131.x,2003.0,PARALYTIC SHELLFISH TOXINS ARE RESTRICTED TO FEW SPECIES AMONG AUSTRALIA'S TAXONOMIC DIVERSITY OF CULTURED MICROALGAE<sup>1</sup>,"There are at least 40,000 species of microalgae in the aquatic environment. Fifteen species of marine dinoflagellates and freshwater cyanobacteria are known to produce paralytic shellfish toxins (PSTs) and represent a threat to human and/or livestock health. Although known toxic species are regularly monitored, the wider cross‐section of microalgae has not been systematically tested for PSTs. Advances in rapid screening techniques have resulted in the development of highly sensitive and specific methods to detect PSTs, including the sodium channel and saxiphilin binding assays. These assays were used in this study in 96‐well formats to screen 234 highly diverse isolates of Australian freshwater and marine microalgae for PSTs. The screening assays detected five toxic species, representing one freshwater cyanobacterium ( Anabaena circinalis Rabenhorst) and four species of marine dinoflagellates ( Alexandrium minutum Halim, A. catenella Balech, A. tamarense Balech, and Gymnodinium catenatum Graham). Liquid chromatography‐fluorescence detection was used to identify 14 saxitoxin analogues across the five species, and each species exhibited distinct toxin profiles. These results indicate that PST production is restricted to a narrow range of microalgal species found in Australian waters.",Journal of Phycology,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,https://openalex.org/W2067268530,,10.1046/j.1529-8817.2003.02131.x,,paralytic shellfish toxins are restricted to few species among australia s taxonomic diversity of cultured microalgae 1,doi:10.1046/j.1529-8817.2003.02131.x,,28,dinoflagellate_stx,cross_taxa,4,0,5,3,0,paralytic shellfish toxins; pst; psts; saxitoxin,,alexandrium; alexandrium minutum; dinoflagellates; gymnodinium; gymnodinium catenatum,anabaena; cyanobacteria; cyanobacterium,
OpenAlex,,,2019.0,"Comparison of saxitoxin-genes expression and production profiles between Aphanizomenon gracile and Cuspidotrix issastchenkoi strains, isolated from freshwater reservoirs","Saxitoxins (STX) are a group of carbamate alkaloids known to inhibit the axons sodium ion channels, thus affecting the nervous system in vertebrates. These neurotoxins cause paralysis and respiratory failure, ultimately ending in death. They are produced by organisms belonging to two different kingdoms: marine eukaryotic dinoflagellates and freshwater prokaryotic cyanobacteria. The unique biosynthetic pathway, which is responsible for encoding proteins that allow synthesizing and exporting STX, is the cluster sxt, already described in several cyanobacterial species. It has been observed that diverse environmental factors affect differently STX production in cyanobacteria. Among those, temperature is the one that aroused greater interest, since it directly affects cyanobacterial growth rates, however controversial results have been reported. Furthermore, studies on the environmental regulation of STX synthesis and transport are quite rare. In this work, we tested the influence of temperature in two STX producers, Aphanizomenon gracile LMECYA40 and Cuspidothrix issatschenkoi LMECYA31, isolated from Portuguese freshwaters and maintained in the ESSACC. Total STX concentration, the expression of genes linked to STX biosynthesis (sxtA) and transport (sxtM and sxtPer) and the percentage of heterocytes per trichome were determined, in four different phases of cyanobacterial growth (lag, early exponential, late exponential and stationary phases). At 20ºC, a higher expression of the sxt genes and higher production of STX in the late exponential and stationary phase was observed in both species. Also, C. issatschenkoi produced more STX throughout the growth cycle than A. gracile. In A. gracile the percentage of heterocytes per trichome was higher in the lag phase, decreasing along the cell cycle. C. issatschenkoi did not form heterocytes throughout the growth cycle. Further experiments are being performed at 10ºC and 30°C in order to understand the effect of temperatures environmentally relevant in STX producers.",Scientific Repository of the National Health Institute Doutor Ricardo Jorge (Instituto Nacional de Saúde Doutor Ricardo Jorge),Aphanizomenon saxitoxin,cyanobacteria_stx,https://openalex.org/W3046377229,,,,comparison of saxitoxin genes expression and production profiles between aphanizomenon gracile and cuspidotrix issastchenkoi strains isolated from freshwater reservoirs,title:comparison of saxitoxin genes expression and production profiles between aphanizomenon gracile and cuspidotrix issastchenkoi strains isolated from freshwater reservoirs,,27,high_confidence_stx_biosynthesis,cross_taxa,3,2,1,3,2,saxitoxin; saxitoxins; stx,sxt genes; sxta,dinoflagellates,aphanizomenon; cyanobacteria; cyanobacterial,environmental; temperature
PubMed,35323466.0,10.3390/md20030166,2022.0,First Identification of 12β-Deoxygonyautoxin 5 (12α-Gonyautoxinol 5) in the Cyanobacterium <i>Dolichospermum circinale</i> (TA04) and 12β-Deoxysaxitoxin (12α-Saxitoxinol) in <i>D. circinale</i> (TA04) and the Dinoflagellate <i>Alexandrium pacificum</i> (Group IV) (120518KureAC).,"Saxitoxin and its analogues, paralytic shellfish toxins (PSTs), are potent and specific voltage-gated sodium channel blockers. These toxins are produced by some species of freshwater cyanobacteria and marine dinoflagellates. We previously identified several biosynthetic intermediates of PSTs, as well as new analogues, from such organisms and proposed the biosynthetic and metabolic pathways of PSTs. In this study, 12β-deoxygonyautoxin 5 (12α-gonyautoxinol 5 = gonyautoxin 5-12(<i>R</i>)-ol) was identified in the freshwater cyanobacterium, <i>Dolichospermum circinale</i> (TA04), and 12β-deoxysaxitoxin (12α-saxitoxinol = saxitoxin-12(<i>R</i>)-ol) was identified in the same cyanobacterium and in the marine dinoflagellate <i>Alexandrium pacificum</i> (Group IV) (120518KureAC) for the first time from natural sources. The authentic standards of these compounds and 12α-deoxygonyautoxin 5 (12β-gonyautoxinol 5 = gonyautoxin 5-12(<i>S</i>)-ol) were prepared by chemical derivatization from the major PSTs, C1/C2, produced in <i>D. circinale</i> (TA04). These standards were used to identify the deoxy analogues by comparing the retention times and MS/MS spectra using high-resolution LC-MS/MS. Biosynthetic or metabolic pathways for these analogues have also been proposed based on their structures. The identification of these compounds supports the α-oriented stereoselective oxidation at C12 in the biosynthetic pathway towards PSTs.",Marine drugs,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.3390/md20030166,35323466.0,first identification of 12 deoxygonyautoxin 5 12 gonyautoxinol 5 in the cyanobacterium dolichospermum circinale ta04 and 12 deoxysaxitoxin 12 saxitoxinol in d circinale ta04 and the dinoflagellate alexandrium pacificum group iv 120518kureac,doi:10.3390/md20030166,,26,dinoflagellate_stx,cross_taxa,4,0,4,3,0,gonyautoxin; paralytic shellfish toxins; psts; saxitoxin,,alexandrium; alexandrium pacificum; dinoflagellate; dinoflagellates,cyanobacteria; cyanobacterium; dolichospermum,
