source_database,pmid,doi,year,title,abstract,journal,query,corpus,openalex_id,source_db,doi_clean,pmid_clean,title_clean,dedup_key,url,relevance_score,relevance_class,taxon_scope,stx_term_count,gene_term_count,dinoflagellate_term_count,cyanobacteria_term_count,environment_term_count,matched_stx_terms,matched_gene_terms,matched_dinoflagellate_terms,matched_cyanobacteria_terms,matched_environment_terms
OpenAlex,,10.3390/toxins15090582,2023.0,"Understanding the Risks of Diffusion of Cyanobacteria Toxins in Rivers, Lakes, and Potable Water","Blue-green algae, or cyanobacteria, may be prevalent in our rivers and tap water. These minuscule bacteria can grow swiftly and form blooms in warm, nutrient-rich water. Toxins produced by cyanobacteria can pollute rivers and streams and harm the liver and nervous system in humans. This review highlights the properties of 25 toxin types produced by 12 different cyanobacteria genera. The review also covered strategies for reducing and controlling cyanobacteria issues. These include using physical or chemical treatments, cutting back on fertilizer input, algal lawn scrubbers, and antagonistic microorganisms for biocontrol. Micro-, nano- and ultrafiltration techniques could be used for the removal of internal and extracellular cyanotoxins, in addition to powdered or granular activated carbon, ozonation, sedimentation, ultraviolet radiation, potassium permanganate, free chlorine, and pre-treatment oxidation techniques. The efficiency of treatment techniques for removing intracellular and extracellular cyanotoxins is also demonstrated. These approaches aim to lessen the risks of cyanobacterial blooms and associated toxins. Effective management of cyanobacteria in water systems depends on early detection and quick action. Cyanobacteria cells and their toxins can be detected using microscopy, molecular methods, chromatography, and spectroscopy. Understanding the causes of blooms and the many ways for their detection and elimination will help the management of this crucial environmental issue.",Toxins,Raphidiopsis saxitoxin,cyanobacteria_stx,https://openalex.org/W4386879329,,10.3390/toxins15090582,,understanding the risks of diffusion of cyanobacteria toxins in rivers lakes and potable water,doi:10.3390/toxins15090582,,6,low_relevance_or_noise,cyanobacteria,0,0,0,2,2,,,,cyanobacteria; cyanobacterial,environmental; nutrient
CrossRef,,10.54612/a.4tgkhg4ou7,2023.0,Early detection and the importance of environmental drivers for the invasive cyanobacterium Raphidiopsis raciborskii,"<jats:p>Freshwater habitats often experience species loss, with the greatest pressures coming from land use alterations and the establishment of non-native species as they become invasive. One species of concern is the tropical invasive freshwater cyanobacterium Raphidiopsis raciborskii, currently expanding its geographic distribution towards northern regions of Europe. As a toxin-producing, bloom-forming species, population growths of R. raciborskii can negatively affect local biodiversity and ecosystem services. Hence, in this study, I wanted to evaluate and validate (i) the geographical extent of suitable habitats, (ii) its competitive capacities with a native phytoplankton assemblage and (iii) its adaptive capabilities when moved from ideal to colder temperatures. To identify suitable colonization areas, I used Species Distribution Models (SDMs), which revealed suitable habitats in areas where the invasive cyanobacterium has not been recorded, i.e. several parts of Europe including south-eastern Sweden. However, there were some inconsistencies between SDM results and the field studies used to validate the SDM prediction, where only a few of the European screened lakes matched with the SDM prediction. To better understand the competitive success of R. raciborskii we performed a laboratory study using different nutrient and temperature conditions and, as competitors, an assembly of phytoplankton species typically found in Scandinavian freshwaters. Results confirmed the importance of temperature on R. raciborskii growth and its ability to withstand suboptimal environments. The physiological changes and gene expressions of R. raciborskii, when transferred from optimal to suboptimal temperatures, were tested through a differential transcriptomic experiment. Results showed a difference in gene expression in different treatments, with a downregulation of genes in the suboptimal temperature. Although R. raciborskii has not been recorded in Sweden, it is a well-established invasive species in many European lakes. Combined results from this thesis show that R. raciborskii meets the climatic conditions matching with the south-eastern parts of Sweden. If able to surpass physical and ecological barriers, due to its ability to withstand a wide-range of environments, it might be able to survive in lakes with less favorable conditions and bloom when conditions become ideal. To be able to prevent and contain the expansion of this invasive species in northern European lakes, proactive monitoring programs with high temporal and spatial frequency are needed in combination with broad information campaigns to minimize further spread to other freshwater systems.</jats:p>",Acta Universitatis Agriculturae Sueciae,Raphidiopsis saxitoxin,cyanobacteria_stx,,,10.54612/a.4tgkhg4ou7,,early detection and the importance of environmental drivers for the invasive cyanobacterium raphidiopsis raciborskii,doi:10.54612/a.4tgkhg4ou7,,6,low_relevance_or_noise,cyanobacteria,0,0,0,1,4,,,,cyanobacterium,bloom; environmental; nutrient; temperature
OpenAlex,,10.3390/hydrobiology1040030,2022.0,Bacterioplankton Community Shifts during a Spring Bloom of Aphanizomenon gracile and Sphaerospermopsis aphanizomenoides at a Temperate Shallow Lake,"Climate change is enhancing the frequency of cyanobacterial blooms not only during summer but also in spring and autumn, leading to increased ecological impacts. The bacterioplankton community composition (BCC), in particular, is deeply affected by these blooms, although at the same time BCC can also play important roles in blooms’ dynamics. However, more information is still needed regarding BCC during species-specific cyanobacterial blooms. The goal of this study was to assess BCC succession in a hypereutrophic shallow lake (Vela Lake, Portugal) during a warm spring using a metagenomic approach to provide a glimpse of the changes these communities experience during the dominance of Aphanizomenon-like bloom-forming species. BCC shifts were studied using 16S rRNA gene metabarcoding and multivariate analyses. A total of 875 operational taxonomic units (OTUs) were retrieved from samples. In early spring, the dominant taxa belonged to Proteobacteria (mainly Alphaproteobacteria—Rickettsiales) and Bacteroidetes (Saprospirales, Flavobacteriales and Sphingobacteriales). However, at the end of May, a bloom co-dominated by cyanobacterial populations of Aphanizomenon gracile, Sphaerospermopsis aphanizomenoides and Synechococcus sp. developed and persisted until the end of spring. This led to a major BCC shift favouring the prevalence of Alphaproteobacteria (Rickettsiales and also Rhizobiales, Caulobacteriales and Rhodospirillales) and Bacteroidetes (Saprospirales, followed by Flavobacteriales and Sphingobacteriales). These results contribute to the knowledge of BCC dynamics during species-specific cyanobacterial blooms, showing that BCC is strongly affected (directly or indirectly) by Aphanizomenon-Sphaerospermopsis blooms.",Hydrobiology,Raphidiopsis saxitoxin,cyanobacteria_stx,https://openalex.org/W4310142573,,10.3390/hydrobiology1040030,,bacterioplankton community shifts during a spring bloom of aphanizomenon gracile and sphaerospermopsis aphanizomenoides at a temperate shallow lake,doi:10.3390/hydrobiology1040030,,6,low_relevance_or_noise,cyanobacteria,0,0,0,2,2,,,,aphanizomenon; cyanobacterial,bloom; climate
OpenAlex,,10.3390/toxics10110648,2022.0,(Eco)Toxicology of Cyanobacteria and Cyanotoxins: From Environmental Dynamics to Adverse Effects,"The problem of artificial eutrophication, together with the effects of climate changes has led to an increase in the frequency of the occurrence of cyanobacterial blooms [...].",Toxics,Raphidiopsis saxitoxin,cyanobacteria_stx,https://openalex.org/W4307623762,,10.3390/toxics10110648,,eco toxicology of cyanobacteria and cyanotoxins from environmental dynamics to adverse effects,doi:10.3390/toxics10110648,,6,low_relevance_or_noise,cyanobacteria,0,0,0,2,2,,,,cyanobacteria; cyanobacterial,climate; environmental
OpenAlex,,10.1016/j.ceja.2021.100151,2021.0,Metagenomic study to evaluate functional capacity of a cyanobacterial bloom during oxidation,"Pre-oxidation can be used against cyanobacteria at the water treatment plant intake to improve cell removal efficiency in down flow processes and reduce cyanotoxins concentrations. In this study, shotgun metagenomic sequencing was used to describe the functional capacity of a cyanobacterial bloom (at Lake Champlain, southern Quebec, Canada) before and after pre-oxidation using Cl2, KMnO4 and H2O2. The bloom samples were associated with two functional profile assemblages: that of August 1st (onset of the bloom) characterized by enrichment of genes related to nutrient uptake and that of August 13th-29th (towards the end of the sampling) associated with competition for resources and repair such as Photosynthesis, Protein metabolism and DNA metabolism. Different functional profile responses to oxidation with Cl2, KMnO4 and H2O2 was also identified as two-time points during the bloom (at the August 1st, and August 29th). On August 1st, chlorinated samples showed a progressive shift in functional profile: starting by acquiring and sequestering nutrient sources (e.g. Iron acquisition, carbohydrates) at low chlorine exposure (CT, concentration X contact time) level, followed by showing a stronger tendency toward dormancy and sporulation genes at high CT. Our results showed that following high CT of H2O2, the relative abundance of the cyanobacterial biomarkers decreased, regardless of the dominant cyanobacterial genus. The toxicity of the bloom before and after oxidation samples was assessed by droplet digital PCR (ddPCR) to measure the mcyD gene. Our results showed significant positive correlation between the mcyD gene copies number and microcystin concentrations in the bloom samples (before the oxidation). However, such correlation was not observed after oxidation. These results suggest that ddPCR can only be used to evaluate bloom toxicity before oxidation.",Chemical Engineering Journal Advances,cyanobacterial sxt genes,cyanobacteria_stx,https://openalex.org/W3178633442,,10.1016/j.ceja.2021.100151,,metagenomic study to evaluate functional capacity of a cyanobacterial bloom during oxidation,doi:10.1016/j.ceja.2021.100151,,6,low_relevance_or_noise,cyanobacteria,0,0,0,2,2,,,,cyanobacteria; cyanobacterial,bloom; nutrient
OpenAlex,,10.3390/toxins13010047,2021.0,Roles of Nutrient Limitation on Western Lake Erie CyanoHAB Toxin Production,"spp. bloom in Sandusky Bay. Recently, the USA and Canada agreed to a 40% phosphorus (P) load reduction to lessen the severity of the WLE blooms. To investigate phosphorus and nitrogen (N) limitation of biomass and toxin production in WLE CyanoHABs, we conducted in situ nutrient addition and 40% dilution microcosm bioassays in June and August 2019. During the June Sandusky Bay bloom, biomass production as well as hepatotoxic microcystin and neurotoxic anatoxin production were N and P co-limited with microcystin production becoming nutrient deplete under 40% dilution. During August, the Maumee Bay bloom produced microcystin under nutrient repletion with slight induced P limitation under 40% dilution, and the Sandusky Bay bloom produced anatoxin under N limitation in both dilution treatments. The results demonstrate the importance of nutrient limitation effects on microcystin and anatoxin production. To properly combat cyanotoxin and cyanobacterial biomass production in WLE, both N and P reduction efforts should be implemented in its watershed.",Toxins,Dolichospermum saxitoxin,cyanobacteria_stx,https://openalex.org/W3118706712,,10.3390/toxins13010047,,roles of nutrient limitation on western lake erie cyanohab toxin production,doi:10.3390/toxins13010047,,6,low_relevance_or_noise,cyanobacteria,0,0,0,1,4,,,,cyanobacterial,bloom; nitrogen; nutrient; phosphorus
OpenAlex,,,2021.0,Development of automated nucleic acid technologies for marine point of sample diagnostics,"Unsafe water, poor hygiene and inadequate sanitation are responsible for about 90% of diarrheal associated deaths worldwide, which are the second leading cause of death in children under five, globally (1.2 million deaths in 2005). The economic cost associated with unsafe water is also significant, with the World Bank estimating that a lack of access to safe water and sanitation amount to equivalent global economic losses of US$260 billion, annually. Coastal communities also face challenges from harmful algal blooms, which deplete oxygen and essential nutrients, and produce toxins that threaten human health; this impacts on locally important industries such as aquaculture, mariculture, leisure and tourism. Current, widely used methods for the detection of biological hazards in water sources rely on culturing or visual inspection of water samples via light microscopy. These techniques are time consuming, require well stocked laboratories and expensive equipment, are dependent on highly trained technical staff, and are often unable to differentiate morphologically similar organisms. Molecular techniques, on the other hand can provide better discrimination between related taxonomical groups, and are suited for miniaturisation and automation, enabling the analysis to be undertaken outside of the laboratory, and by minimally trained personnel.&lt;br/&gt;Recent advances in microfluidic technologies have demonstrated that molecular-biology techniques (e.g. genetic sequence amplification and detection) can be applied using lab-on-a-chip (LOC) systems for testing samples for the target organisms at the ‘point of sample’ or ‘point of care’. Nucleic acid sequence-based amplification (NASBA) and recombinase polymerase amplification (RPA) are particularly attractive for LOC applications as, unlike the current gold standard Polymerase Chain Reaction (PCR), they require simple, isothermal heating and a generally lower reaction temperature. NASBA is also attractive for LOC-based methods targeting RNA (e.g. RNA viruses) as it directly amplifies RNA removing the need for an additional reverse transcription step. This study indicates several, novel advances towards the provision of point of sample genetic testing for a range of harmful microorganisms and viruses. For the first time, the isothermal amplification of a fragment of the Hepatitis E virus using NASBA is reported with comparable sensitivity to a clinically relevant PCR-based assay. Further, amplification of a fragment of the Alexandrium minutum ITS1-5.8s-ITS2 rRNA gene region via RPA was achieved with a limit of detection of 10 cells exceeding the required sensitivity of 40 cells L-1 for statutory A. minutum surveillance in seawater. In addition to this, two methods for the long-term, dry storage of amplification reagents are presented. Trehalose and sucrose sugars combined with lyophilisation were sufficient to retain reagent activity after storage for four weeks at room temperature. Air drying in the presence of pullulan maintained reagent functionality for six weeks. Alongside these advances, a portable, handheld prototype concept for nucleic acid amplification was developed and tested, with the A. minutum ITS1-5.8s-ITS2 RPA assay being successfully performed on the handheld device achieving the same sensitivity as when performed on laboratory equipment. These advances demonstrate that nucleic acid amplification on a miniaturised device is possible, and that in future, rapid, specific and sensitive testing for harmful species may be able to be performed at the point of sample by non-technically trained operators.",ePrints Soton (University of Southampton),cyanobacteria sxtG,cyanobacteria_stx,https://openalex.org/W3139523788,,,,development of automated nucleic acid technologies for marine point of sample diagnostics,title:development of automated nucleic acid technologies for marine point of sample diagnostics,,6,low_relevance_or_noise,dinoflagellate,0,0,2,0,2,,,alexandrium; alexandrium minutum,,light; temperature
OpenAlex,,10.1093/femsec/fiaa092,2020.0,Intra-population strain variation in phosphorus storage strategies of the freshwater cyanobacterium Raphidiopsis raciborskii,"Several cyanobacteria, including diazotrophic Raphidiopsis raciborskii, can form harmful blooms when dissolved inorganic phosphorus concentrations are very low. We hypothesized that R. raciborskii strains would vary in phosphorus (P) allocations to cell growth and storage, providing resilience of populations to continuously low or variable P supplies. We tested this hypothesis using six toxic strains (producing cylindrospermopsins) isolated from a field population using batch monocultures with and without P and dissolved inorganic nitrogen (DIN). Treatments replete with DIN, irrespective of P addition, had similar exponential growth rates for individual strains. P storage capacity varied 4-fold among strains and was significantly higher in DIN-free treatments than in replete treatments. P was stored by all R. raciborskii strains, in preference to allocation to increase growth rates. P stores decreased with increased growth rate across strains, but weeere not related to the time to P starvation in P-free treatments. The storage capacity of R. raciborskii, combined with strategies to efficiently uptake P, means that P controls may not control R. raciborskii populations in the short term. Intra-population strain variation in P storage capacity will need to be reflected in process-based models to predict blooms of R. raciborskii and other cyanobacteria adapted to low-P conditions.",FEMS Microbiology Ecology,Raphidiopsis saxitoxin,cyanobacteria_stx,https://openalex.org/W3025434524,,10.1093/femsec/fiaa092,,intra population strain variation in phosphorus storage strategies of the freshwater cyanobacterium raphidiopsis raciborskii,doi:10.1093/femsec/fiaa092,,6,low_relevance_or_noise,cyanobacteria,0,0,0,2,2,,,,cyanobacteria; cyanobacterium,nitrogen; phosphorus
PubMed,32290390.0,10.3390/toxins12040244,2020.0,"Limited Microcystin, Anatoxin and Cylindrospermopsin Production by Cyanobacteria from Microbial Mats in Cold Deserts.","Toxic metabolites are produced by many cyanobacterial species. There are limited data on toxigenic benthic, mat-forming cyanobacteria, and information on toxic cyanobacteria from Central Asia is even more scarce. In the present study, we examined cyanobacterial diversity and community structure, the presence of genes involved in toxin production and the occurrence of cyanotoxins in cyanobacterial mats from small water bodies in a cold high-mountain desert of Eastern Pamir. Diversity was explored using amplicon-based sequencing targeting the V3-V4 region of the 16S rRNA gene, toxin potential using PCR-based methods (<i>mcy, nda, ana, sxt</i>), and toxins by enzyme-linked immunosorbent assays (ELISAs) and liquid chromatography-tandem mass spectrometry (LC-MS/MS). Molecular identification of cyanobacteria showed a high similarity of abundant taxa to <i>Nostoc</i> PCC-73102, <i>Nostoc</i> PCC-7524, <i>Nodularia</i> PCC<i>-</i>935 and <i>Leptolyngbya</i> CYN68. The PCRs revealed the presence of <i>mcyE</i> and/or <i>ndaF</i> genes in 11 samples and <i>mcyD</i> in six. The partial sequences of the <i>mcyE</i> gene showed high sequence similarity to <i>Nostoc</i>, <i>Planktothrix</i> and uncultured cyanobacteria. LC-MS/MS analysis identified six microcystin congeners in two samples and unknown peptides in one. These results suggest that, in this extreme environment, cyanobacteria do not commonly produce microcystins, anatoxins and cylindrospermopsins, despite the high diversity and widespread occurrence of potentially toxic taxa.",Toxins,cyanobacteria sxtA,cyanobacteria_stx,,,10.3390/toxins12040244,32290390.0,limited microcystin anatoxin and cylindrospermopsin production by cyanobacteria from microbial mats in cold deserts,doi:10.3390/toxins12040244,,6,low_relevance_or_noise,cyanobacteria,0,0,0,3,0,,,,cyanobacteria; cyanobacterial; planktothrix,
OpenAlex,,10.3390/w12020407,2020.0,Effects of Light Intensity and Exposure Period on the Growth and Stress Responses of Two Cyanobacteria Species: Pseudanabaena galeata and Microcystis aeruginosa,"Light is an important factor that affects cyanobacterial growth and changes in light can influence their growth and physiology. However, an information gap exists regarding light-induced oxidative stress and the species-specific behavior of cyanobacteria under various light levels. This study was conducted to evaluate the comparative effects of different light intensities on the growth and stress responses of two cyanobacteria species, Pseudanabaena galeata (strain NIES 512) and Microcystis aeruginosa (strain NIES 111), after periods of two and eight days. The cyanobacterial cultures were grown under the following different light intensities: 0, 10, 30, 50, 100, 300, and 600 μmol m−2 s−1. The optical density (OD730), chlorophyll a (Chl-a) content, protein content, H2O2 content, and the antioxidative enzyme activities of catalase (CAT) and peroxidase (POD) were measured separately in each cyanobacteria species. P. galeata was negatively affected by light intensities lower than 30 μmol m−2 s−1 and higher than 50 μmol m−2 s−1. A range of 30 to 50 μmol m−2 s−1 light was favorable for the growth of P. galeata, whereas M. aeruginosa had a higher tolerance for extreme light conditions. The favorable range for M. aeruginosa was 10 to 100 μmol m−2 s−1.",Water,saxitoxin evolution cyanobacteria,cyanobacteria_stx,https://openalex.org/W3003589554,,10.3390/w12020407,,effects of light intensity and exposure period on the growth and stress responses of two cyanobacteria species pseudanabaena galeata and microcystis aeruginosa,doi:10.3390/w12020407,,6,low_relevance_or_noise,cyanobacteria,0,0,0,2,2,,,,cyanobacteria; cyanobacterial,light; stress
OpenAlex,,10.1101/705848,2019.0,Multiple cyanotoxin congeners produced by sub-dominant cyanobacterial taxa in riverine cyanobacterial and algal mats,"Abstract Benthic cyanobacterial proliferations in rivers are have been reported with increasing frequency worldwide. In the Eel and Russian rivers of California, more than a dozen dog deaths have been attributed to cyanotoxin toxicosis since 2000. Periphyton proliferations in these rivers comprise multiple cyanobacterial taxa capable of cyanotoxin production, hence there is uncertainty regarding which taxa are producing toxins. In this study, periphyton samples dominated by the cyanobacterial genera Anabaena spp. and Microcoleus spp. and the green alga Cladophora glomerata were collected from four sites in the Eel River catchment and one site in the Russian River. Samples were analysed for potential cyanotoxin producers using polymerase chain reaction (PCR) in concert with Sanger sequencing. Cyanotoxin concentrations were measured using liquid chromatography tandem-mass spectrometry, and anatoxin quota determined using droplet digital PCR. Sequencing indicated Microcoleus sp. and Nodularia sp. were the putative producers of anatoxins and nodularins, respectively, regardless of the dominant taxa in the mat. Anatoxin concentrations in the mat samples varied from 0.1 to 18.6 μg g −1 and were significantly different among sites ( p &lt; 0.01, Wilcoxon test); however, anatoxin quotas were less variable (&lt; 5-fold). Dihydroanatoxin-a was generally the most abundant variant in samples comprising 38% to 71% of the total anatoxins measured. Mats dominated by the green alga C. glomerata contained both anatoxins and nodularin-R at concentrations similar to those of cyanobacteria-dominated mats. This highlights that even when cyanobacteria are not the dominant taxa in periphyton, these mats may still pose a serious health risk and indicates that more widespread monitoring of all mats in a river are necessary.",bioRxiv (Cold Spring Harbor Laboratory),cyanobacteria sxtA,cyanobacteria_stx,https://openalex.org/W2957113274,,10.1101/705848,,multiple cyanotoxin congeners produced by sub dominant cyanobacterial taxa in riverine cyanobacterial and algal mats,doi:10.1101/705848,,6,low_relevance_or_noise,cyanobacteria,0,0,0,3,0,,,,anabaena; cyanobacteria; cyanobacterial,
OpenAlex,,10.1371/journal.pone.0220422,2019.0,Multiple cyanotoxin congeners produced by sub-dominant cyanobacterial taxa in riverine cyanobacterial and algal mats,"Benthic cyanobacterial proliferations in rivers are have been reported with increasing frequency worldwide. In the Eel and Russian rivers of California, more than a dozen dog deaths have been attributed to cyanotoxin toxicosis since 2000. Periphyton proliferations in these rivers comprise multiple cyanobacterial taxa capable of cyanotoxin production, hence there is uncertainty regarding which taxa are producing toxins. In this study, periphyton samples dominated by the cyanobacterial genera Anabaena spp. and Microcoleus spp. and the green alga Cladophora glomerata were collected from four sites in the Eel River catchment and one site in the Russian River. Samples were analysed for potential cyanotoxin producers using polymerase chain reaction (PCR) in concert with Sanger sequencing. Cyanotoxin concentrations were measured using liquid chromatography tandem-mass spectrometry, and anatoxin quota (the amount of cyanobacterial anatoxins per toxigenic cell) determined using droplet digital PCR. Sequencing indicated Microcoleus sp. and Nodularia sp. were the putative producers of cyanobacterial anatoxins and nodularins, respectively, regardless of the dominant taxa in the mat. Anatoxin concentrations in the mat samples varied from 0.1 to 18.6 μg g-1 and were significantly different among sites (p < 0.01, Wilcoxon test); however, anatoxin quotas were less variable (< 5-fold). Dihydroanatoxin-a was generally the most abundant variant in samples comprising 38% to 71% of the total anatoxins measured. Mats dominated by the green alga C. glomerata contained both anatoxins and nodularin-R at concentrations similar to those of cyanobacteria-dominated mats. This highlights that even when cyanobacteria are not the dominant taxa in periphyton, these mats may still pose a serious health risk and indicates that more widespread monitoring of all mats in a river are necessary.",PLoS ONE,cyanobacteria sxtA,cyanobacteria_stx,https://openalex.org/W2996392464,,10.1371/journal.pone.0220422,,multiple cyanotoxin congeners produced by sub dominant cyanobacterial taxa in riverine cyanobacterial and algal mats,doi:10.1371/journal.pone.0220422,,6,low_relevance_or_noise,cyanobacteria,0,0,0,3,0,,,,anabaena; cyanobacteria; cyanobacterial,
CrossRef,,10.52568/000711/jcsp/41.01.2019,2019.0,Novel Approach for the Determination of Nitrogen Fixation in Cyanobacteria,"<jats:p>Non-heterocystous nitrogen fixing strains of cyanobacteria were screened by their ability to grow in nitrogen deficient media. The selected nitrogen fixing cyanobacterial cells were then cultured in BG11 media supplemented with [15N]-labeled sodium nitrate. Under these growth conditions any organic [14N] found in the cyanobacterial cells would simply come from nitrogen fixation because [15N] was the only available source of nitrogen in the medium. Amino acids extracted after different time periods (after 15, 30, 40, 50 and 60 days of inoculation) were used for the determination of the 14N/15N ratio using GC-MS. Results from the present study support the conclusion  that at stationary phase of growth cyanobacterial nitrogen fixation was no longer supplying a significant amount of nitrogen. This approach not only provided a detailed method for the evaluation of the nitrogen fixing potential of the cyanobacteria in culture, but also suggests novel approaches for the assessment of the ability of the strains to provide nitrogen enrichment to plants under co-cultivation conditions.</jats:p>",Journal of the chemical society of pakistan,nitrogen cyanobacteria saxitoxin,cyanobacteria_stx,,,10.52568/000711/jcsp/41.01.2019,,novel approach for the determination of nitrogen fixation in cyanobacteria,doi:10.52568/000711/jcsp/41.01.2019,,6,low_relevance_or_noise,cyanobacteria,0,0,0,2,2,,,,cyanobacteria; cyanobacterial,nitrate; nitrogen
OpenAlex,,10.1371/journal.pone.0200774,2018.0,"Variability in the anatoxin gene clusters of Cuspidothrix issatschenkoi from Germany, New Zealand, China and Japan","Anatoxin-a and homoanatoxin-a are neurotoxic cyanotoxins produced by benthic and planktonic cyanobacteria worldwide. These toxins are produced by the cyanobacterial genera Dolichospermum, Cuspidothrix, Phormidium, Oscillatoria, Tychonema and Cylindrospermum. In the present study the ana gene clusters (anaA-anaG; c. 21.1 kilobases) of two anatoxin producing Cuspidothrix issatschenkoi strains from Germany: (NIVA-CYA 711) and New Zealand (CAWBG02) were sequenced and compared with the ana gene clusters of two C. issatschenkoi strains from Japan (RM-6 and LBRI48) and one from China (CHABD3). All five ana gene clusters are characterized by the same gene order for anaA-anaG. Similarities were highest (99.56-99.57%) between German (NIVA-CYA 711), New Zealand (CAWBG02) and Chinese (CHABD3) strains. Similarities were lower (91.40-91.67%) when compared to the Japanese strains (RM-6 and LBRI48). Collectively, 2,037 variable sites (328 single nucleotide polymorphisms and 9 insertions/deletions, comprising 1,709 nucleotides) were found in the ana gene clusters of the German, New Zealand and Japanese strains compared to the Chinese strain (CHABD3). The ana gene clusters of the German (NIVA-CYA 711), New Zealand (CAWBG02) and Japanese (RM-6 and LBRI48) strains were characterized by 83, 84, 255 and 231 SNP's compared to the Chinese strain (CHABD3), respectively. The anaE and anaF genes showed the highest variability in all five strains and are recommended as the best genetic markers for further phylogenetic studies of the ana gene cluster from C. issatschenkoi.",PLoS ONE,Raphidiopsis saxitoxin,cyanobacteria_stx,https://openalex.org/W2884467075,,10.1371/journal.pone.0200774,,variability in the anatoxin gene clusters of cuspidothrix issatschenkoi from germany new zealand china and japan,doi:10.1371/journal.pone.0200774,,6,low_relevance_or_noise,cyanobacteria,0,0,0,3,0,,,,cyanobacteria; cyanobacterial; dolichospermum,
OpenAlex,,10.3390/su10113936,2018.0,"Dominance and Growth Factors of Pseudanabaena sp. in Drinking Water Source Reservoirs, Southern China","Pseudanabaena sp. is a common and harmful species in freshwater cyanobacteria blooms. There are very few studies on its distribution characteristics and growth influencing factors. In the current study, it was found to be dominant in three cascading reservoirs in Southern China. Field observations and laboratory experiments were integrated to investigate the dominance and growth factors of Pseudanabaena sp. The effects of temperature, light intensity, nutrients, chemical oxygen demand (COD), pH, and disturbance on Pseudanabaena sp. growth were evaluated. The results indicated that Pseudanabaena sp. had significant positive correlations with water temperature, pH, and COD (p &lt; 0.01) and a positive correlation with NH3-N (p &lt; 0.05). The optimum growth temperature range for Pseudanabaena sp. was from 20 to 30 °C; hence, it usually has outbreaks in May and August. The optimum light intensity and pH for Pseudanabaena sp. were 27 μmol photons m−2s−1 and from 7 to 9, respectively. The superior tolerance for low light, disturbance, and phosphorus deficiency of Pseudanabaena sp. may be the main factors affecting its dominance in reservoirs. Controlling nitrogen was more effective than controlling phosphorus to avoid the risk that was brought by Pseudanabaena sp. This study contributed to the theoretical knowledge for the prediction and control of the growth of Pseudanabaena sp.",Sustainability,Raphidiopsis saxitoxin,cyanobacteria_stx,https://openalex.org/W2898833785,,10.3390/su10113936,,dominance and growth factors of pseudanabaena sp in drinking water source reservoirs southern china,doi:10.3390/su10113936,,6,low_relevance_or_noise,cyanobacteria,0,0,0,1,4,,,,cyanobacteria,light; nitrogen; phosphorus; temperature
PubMed,28574457.0,10.3390/md15060160,2017.0,"Cyanobacterial Toxins of the Laurentian Great Lakes, Their Toxicological Effects, and Numerical Limits in Drinking Water.","Cyanobacteria are ubiquitous phototrophic bacteria that inhabit diverse environments across the planet. Seasonally, they dominate many eutrophic lakes impacted by excess nitrogen (N) and phosphorus (P) forming dense accumulations of biomass known as cyanobacterial harmful algal blooms or cyanoHABs. Their dominance in eutrophic lakes is attributed to a variety of unique adaptations including N and P concentrating mechanisms, N₂ fixation, colony formation that inhibits predation, vertical movement via gas vesicles, and the production of toxic or otherwise bioactive molecules. While some of these molecules have been explored for their medicinal benefits, others are potent toxins harmful to humans, animals, and other wildlife known as cyanotoxins. In humans these cyanotoxins affect various tissues, including the liver, central and peripheral nervous system, kidneys, and reproductive organs among others. They induce acute effects at low doses in the parts-per-billion range and some are tumor promoters linked to chronic diseases such as liver and colorectal cancer. The occurrence of cyanoHABs and cyanotoxins in lakes presents challenges for maintaining safe recreational aquatic environments and the production of potable drinking water. CyanoHABs are a growing problem in the North American (Laurentian) Great Lakes basin. This review summarizes information on the occurrence of cyanoHABs in the Great Lakes, toxicological effects of cyanotoxins, and appropriate numerical limits on cyanotoxins in finished drinking water.",Marine drugs,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.3390/md15060160,28574457.0,cyanobacterial toxins of the laurentian great lakes their toxicological effects and numerical limits in drinking water,doi:10.3390/md15060160,,6,low_relevance_or_noise,cyanobacteria,0,0,0,2,2,,,,cyanobacteria; cyanobacterial,nitrogen; phosphorus
CrossRef,,10.1007/s10750-015-2228-y,2016.0,Vegetative survival of Cylindrospermopsis raciborskii (Cyanobacteria) at low temperature and low light,,Hydrobiologia,temperature cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1007/s10750-015-2228-y,,vegetative survival of cylindrospermopsis raciborskii cyanobacteria at low temperature and low light,doi:10.1007/s10750-015-2228-y,,6,low_relevance_or_noise,cyanobacteria,0,0,0,2,2,,,,cyanobacteria; cylindrospermopsis,light; temperature
