source_database,pmid,doi,year,title,abstract,journal,query,corpus,openalex_id,source_db,doi_clean,pmid_clean,title_clean,dedup_key,url,relevance_score,relevance_class,taxon_scope,stx_term_count,gene_term_count,dinoflagellate_term_count,cyanobacteria_term_count,environment_term_count,matched_stx_terms,matched_gene_terms,matched_dinoflagellate_terms,matched_cyanobacteria_terms,matched_environment_terms
PubMed,36754461.0,10.1016/j.hal.2022.102372,2023.0,Metabolic inhibitor induces dynamic changes in saxitoxin biosynthesis and metabolism in the dinoflagellate Alexandrium pacificum (Group IV) under in vivo labeling condition.,"In paralytic shellfish toxin-producing dinoflagellates, intracellular levels of saxitoxin and its analogues (STXs) are controlled by a balance between degradation and biosynthesis in response to marine environmental fluctuations and stresses. The purpose of this study was to demonstrate the utility of statistical analysis of in vivo labeling data for the dynamic analysis of variations in toxin production under stress. A toxic strain of the dinoflagellate Alexandrium pacificum (Group IV) was cultured in colchicine-containing <sup>15</sup>N-labeled sodium nitrate-medium and metabolite levels were analyzed over time by liquid chromatography-mass spectrometry. Quantitative values of all isotopomers of precursor amino acids, biosynthetic intermediates, and major STXs were subjected to statistical analysis. The decrease of the nitrogen incorporation rates for all compounds suggested that colchicine decreased nitrate assimilation upstream of glutamate biosynthesis. In colchicine-treated cultures, the per-cell content of total STX analogues did not change significantly over time; however, the production rate of each pathway varied greatly. De novo STX biosynthesis was decreased by colchicine until Day 3, while the salvage pathway was not. Subsequently, biosynthesis by both pathways was enhanced. This analysis of dynamic metabolism provides new insights into the complex mechanisms regulating STX metabolism in dinoflagellates.",Harmful algae,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.1016/j.hal.2022.102372,36754461.0,metabolic inhibitor induces dynamic changes in saxitoxin biosynthesis and metabolism in the dinoflagellate alexandrium pacificum group iv under in vivo labeling condition,doi:10.1016/j.hal.2022.102372,,25,high_confidence_stx_biosynthesis,dinoflagellate,3,1,4,0,4,paralytic shellfish toxin; saxitoxin; stx,saxitoxin biosynthesis,alexandrium; alexandrium pacificum; dinoflagellate; dinoflagellates,,environmental; nitrate; nitrogen; stress
PubMed,33218447.0,10.1016/j.hal.2020.101925,2020.0,Uptake of Paralytic Shellfish Toxins by Blacklip Abalone (Haliotis rubra rubra Leach) from direct exposure to Alexandrium catenella microalgal cells and toxic aquaculture feed.,"The Tasmanian abalone fishery represents the largest wild abalone resource in the world, supplying close to 25% of the annual wild-caught global harvest. Prompted by the need to manage Paralytic Shellfish Toxin (PST) contamination of Blacklip Abalone (Haliotis rubra rubra) from east coast Tasmania, the uptake of toxins by this species is investigated in a land-based, controlled aquaculture setting. Abalone were exposed to either live Alexandrium catenella microalgal cultures or PST contaminated feed pellets during a 28 day exposure period and toxins quantified in viscera, foot muscle and epipodium tissues. PST profiles of abalone foot tissues were dominated by saxitoxin and neosaxitoxin, whilst viscera more closely resembled those of the toxin source (A. catenella cells rich in gonyautoxin 1&4 and 2&3 or feed pellets containing A. catenella extracts rich in these analogues). This indicates direct uptake of PST in the viscera via browsing/grazing on the pellet and /or sedimented microalgal cells. After exposure to A. catenella cell culture, PST concentrations in the foot (muscle + epipodium) were on average 8 times higher than in the viscera. Higher toxicity of foot tissue was caused by higher PST content of the epipodium (up to 1,085 µg STX.2HCl equiv. kg<sup>-1</sup>), which despite its small contribution to total animal weight significantly added to the overall toxin burden. Higher PST levels in the abalone foot suggest that toxin monitoring programmes may not need to routinely analyse both foot and viscera, potentially allowing for a 50% reduction of analytical costs. This option is being further investigated with continuing field studies.",Harmful algae,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.1016/j.hal.2020.101925,33218447.0,uptake of paralytic shellfish toxins by blacklip abalone haliotis rubra rubra leach from direct exposure to alexandrium catenella microalgal cells and toxic aquaculture feed,doi:10.1016/j.hal.2020.101925,,25,dinoflagellate_stx,dinoflagellate,7,0,2,0,0,gonyautoxin; neosaxitoxin; paralytic shellfish toxin; paralytic shellfish toxins; pst; saxitoxin; stx,,alexandrium; alexandrium catenella,,
PubMed,26347118.0,10.1111/1462-2920.13048,2016.0,Elevated Na(+) and pH influence the production and transport of saxitoxin in the cyanobacteria Anabaena circinalis AWQC131C and Cylindrospermopsis raciborskii T3.,"Saxitoxins (STX), neurotoxic alkaloids, fall under the umbrella of paralytic shellfish toxins produced by marine dinoflagellates and freshwater cyanobacteria. The genes responsible for the production of STX have been proposed, but factors that influence their expression and induce toxin efflux remain unclear. Here we characterize the putative STX NorM-like MATE transporters SxtF and SxtM. Complementation of the antibiotic-sensitive strain Escherichia coli KAM32 with these transporters decreased fluoroquinolone sensitivity, indicating that while becoming evolutionary specialized for STX transport these transporters retain relaxed specificity typical of this class. The transcriptional response of STX biosynthesis (sxtA) along with that of the STX transporters (sxtM and sxtF from Cylindrospermopsis raciborskii T3, and sxtM from Anabaena circinalis AWQC131C) were assessed in response to ionic stress. These data, coupled with a measure of toxin intracellular to extracellular ratios, provide an insight into the physiology of STX export. Cylindrospermopsis raciborskii and Anabaena circinalis exhibited opposing responses under conditions of ionic stress. High Na(+) (10 mM) induced moderate alterations of transcription and STX localization, whereas high pH (pH 9) stimulated the greatest physiological response. Saxitoxin production and cellular localization are responsive to ionic strength, indicating a role of this molecule in the maintenance of cellular homeostasis.",Environmental microbiology,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.1111/1462-2920.13048,26347118.0,elevated na and ph influence the production and transport of saxitoxin in the cyanobacteria anabaena circinalis awqc131c and cylindrospermopsis raciborskii t3,doi:10.1111/1462-2920.13048,,25,high_confidence_stx_biosynthesis,cross_taxa,4,1,1,3,1,paralytic shellfish toxins; saxitoxin; saxitoxins; stx,sxta,dinoflagellates,anabaena; cyanobacteria; cylindrospermopsis,stress
PubMed,26636674.0,10.1371/journal.pone.0143021,2015.0,A Kinetic and Factorial Approach to Study the Effects of Temperature and Salinity on Growth and Toxin Production by the Dinoflagellate Alexandrium ostenfeldii from the Baltic Sea.,"Alexandrium ostenfeldii is present in a wide variety of environments in coastal areas worldwide and is the only dinoflagellate known species that produces paralytic shellfish poisoning (PSP) toxins and two types of cyclic imines, spirolides (SPXs) and gymnodimines (GYMs). The increasing frequency of A. ostenfeldii blooms in the Baltic Sea has been attributed to the warming water in this region. To learn more about the optimal environmental conditions favoring the proliferation of A. ostenfeldii and its complex toxicity, the effects of temperature and salinity on the kinetics of both the growth and the net toxin production of this species were examined using a factorial design and a response-surface analysis (RSA). The results showed that the growth of Baltic A. ostenfeldii occurs over a wide range of temperatures and salinities (12.5-25.5°C and 5-21, respectively), with optimal growth conditions achieved at a temperature of 25.5°C and a salinity of 11.2. Together with the finding that a salinity > 21 was the only growth-limiting factor detected for this strain, this study provides important insights into the autecology and population distribution of this species in the Baltic Sea. The presence of PSP toxins, including gonyautoxin (GTX)-3, GTX-2, and saxitoxin (STX), and GYMs (GYM-A and GYM-B/-C analogues) was detected under all temperature and salinity conditions tested and in the majority of the cases was concomitant with both the exponential growth and stationary phases of the dinoflagellate's growth cycle. Toxin concentrations were maximal at temperatures and salinities of 20.9°C and 17 for the GYM-A analogue and > 19°C and 15 for PSP toxins, respectively. The ecological implications of the optimal conditions for growth and toxin production of A. ostenfeldii in the Baltic Sea are discussed.",PloS one,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.1371/journal.pone.0143021,26636674.0,a kinetic and factorial approach to study the effects of temperature and salinity on growth and toxin production by the dinoflagellate alexandrium ostenfeldii from the baltic sea,doi:10.1371/journal.pone.0143021,,25,dinoflagellate_stx,dinoflagellate,5,0,3,0,4,gonyautoxin; gtx; paralytic shellfish poisoning; saxitoxin; stx,,alexandrium; alexandrium ostenfeldii; dinoflagellate,,environmental; salinity; temperature; warming
PubMed,25983733.0,10.3389/fmicb.2015.00404,2015.0,Paralytic shellfish toxin content is related to genomic sxtA4 copy number in Alexandrium minutum strains.,"Dinoflagellates are microscopic aquatic eukaryotes with huge genomes and an unusual cell regulation. For example, most genes are present in numerous copies and all copies seem to be obligatorily transcribed. The consequence of the gene copy number (CPN) for final protein synthesis is, however, not clear. One such gene is sxtA, the starting gene of paralytic shellfish toxin (PST) synthesis. PSTs are small neurotoxic compounds that can accumulate in the food chain and cause serious poisoning incidences when ingested. They are produced by dinoflagellates of the genera Alexandrium, Gymnodium, and Pyrodinium. Here we investigated if the genomic CPN of sxtA4 is related to PST content in Alexandrium minutum cells. SxtA4 is the 4th domain of the sxtA gene and its presence is essential for PST synthesis in dinoflagellates. We used PST and genome size measurements as well as quantitative PCR to analyze sxtA4 CPN and toxin content in 15 A. minutum strains. Our results show a strong positive correlation between the sxtA4 CPN and the total amount of PST produced in actively growing A. minutum cells. This correlation was independent of the toxin profile produced, as long as the strain contained the genomic domains sxtA1 and sxtA4.",Frontiers in microbiology,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.3389/fmicb.2015.00404,25983733.0,paralytic shellfish toxin content is related to genomic sxta4 copy number in alexandrium minutum strains,doi:10.3389/fmicb.2015.00404,,25,high_confidence_stx_biosynthesis,dinoflagellate,3,2,4,0,0,paralytic shellfish toxin; pst; psts,sxta; sxta4,alexandrium; alexandrium minutum; dinoflagellates; pyrodinium,,
OpenAlex,,10.2983/035.033.0221,2014.0,Paralytic Shellfish Toxins in the Marine Gastropods<i>Zidona dufresnei</i>and<i>Adelomelon beckii</i>from Argentina: Toxicity and Toxin Profiles,"The marine waters around Argentina are periodically affected by a range of phytoplankton species that are known producers of paralytic shellfish poisoning (PSP) toxins. The toxic dinoflagellates Alexandrium tamarense and Gymnodinium catenatum have been associated with PSP outbreaks in bivalve molluscs such as mussels. These bivalves are used as a food source by a number of species of carnivorous gastropods, including 2 species of marine snails, Zidona dufresnei and Adelomelon beckii. There is, consequently, a significant risk to consumers of the snails, which can accumulate PSP toxins after predation on the bivalves. Forty-one snail samples of carnivorous snails harvested between 1986 and 2012, representing 2 species (Z. dufresnei and A. beckii), were analyzed for PSP by the reference mouse bioassay (MBA) method and an alternative liquid chromatography with fluorescence detection (LC-FLD) method based on AOAC 2005.06. Sample toxicities determined by the 2 methods correlated well, with no statistical difference in the 2 sets of data. The highest levels of PSP were measured in the viscera of the snails, although PSP was still measured in the edible foot muscle as well above the maximum permitted level in many of the samples. The LC-FLD analysis confirmed the presence of toxins in snail samples returning negative MBA results, therefore showing the advantages of using a more sensitive detection method. The LC-FLD results also enabled the assessment of toxin profiles in each of the snail samples, with data confirming the dominance of saxitoxin (STX) in the majority of snails in comparison with the dominant gonyautoxins quantified in the mussel food source. Conversely, a lower number of Z. dufresnei samples did not exhibit the STX-dominant profile, with a total of 4 different profile clusters determined in the 36 samples analyzed. For A. beckii, these variations were not observed, with a consistent STX-dominant profile measured in each of the samples received. There was no correlation between profile type and the year or season of harvest, although there was some indication that the snails harvested from more southern regions (below 39°S) contained lower relative concentrations of STX on average. Results also confirmed there were no significant differences between the profiles determined in the foot, mucus, and viscera matrices. Overall, the study showed good evidence for another useful confirmatory tool for monitoring levels of PSP in 2 species of carnivorous snails. The generation of toxin profile data has enabled the confirmation of the conversion or selective retention of STX in snail tissues. Whilst the majority of Z. dufresnei samples were found to contain the STX-dominant Although, the remainder of samples were found to contain notably different profiles, the reasons for this remain unknown.",Journal of Shellfish Research,Gymnodinium catenatum saxitoxin,dinoflagellate_stx,https://openalex.org/W2108101482,,10.2983/035.033.0221,,paralytic shellfish toxins in the marine gastropods zidona dufresnei and adelomelon beckii from argentina toxicity and toxin profiles,doi:10.2983/035.033.0221,,25,dinoflagellate_stx,dinoflagellate,5,0,5,0,0,gonyautoxins; paralytic shellfish poisoning; paralytic shellfish toxins; saxitoxin; stx,,alexandrium; alexandrium tamarense; dinoflagellates; gymnodinium; gymnodinium catenatum,,
OpenAlex,,10.3390/toxins6061896,2014.0,Impact of Nitrogen Sources on Gene Expression and Toxin Production in the Diazotroph Cylindrospermopsis raciborskii CS-505 and Non-Diazotroph Raphidiopsis brookii D9,"Different environmental nitrogen sources play selective roles in the development of cyanobacterial blooms and noxious effects are often exacerbated when toxic cyanobacteria are dominant. Cylindrospermopsis raciborskii CS-505 (heterocystous, nitrogen fixing) and Raphidiopsis brookii D9 (non-N₂ fixing) produce the nitrogenous toxins cylindrospermopsin (CYN) and paralytic shellfish toxins (PSTs), respectively. These toxin groups are biosynthesized constitutively by two independent putative gene clusters, whose flanking genes are target for nitrogen (N) regulation. It is not yet known how or if toxin biosynthetic genes are regulated, particularly by N-source dependency. Here we show that binding boxes for NtcA, the master regulator of N metabolism, are located within both gene clusters as potential regulators of toxin biosynthesis. Quantification of intra- and extracellular toxin content in cultures at early stages of growth under nitrate, ammonium, urea and N-free media showed that N-sources influence neither CYN nor PST production. However, CYN and PST profiles were altered under N-free medium resulting in a decrease in the predicted precursor toxins (doCYN and STX, respectively). Reduced STX amounts were also observed under growth in ammonium. Quantification of toxin biosynthesis and transport gene transcripts revealed a constitutive transcription under all tested N-sources. Our data support the hypothesis that PSTs and CYN are constitutive metabolites whose biosynthesis is correlated to cyanobacterial growth rather than directly to specific environmental conditions. Overall, the constant biosynthesis of toxins and expression of the putative toxin-biosynthesis genes supports the usage of qPCR probes in water quality monitoring of toxic cyanobacteria.",Toxins,saxitoxin biosynthesis genes dinoflagellate,dinoflagellate_stx,https://openalex.org/W2031027104,,10.3390/toxins6061896,,impact of nitrogen sources on gene expression and toxin production in the diazotroph cylindrospermopsis raciborskii cs 505 and non diazotroph raphidiopsis brookii d9,doi:10.3390/toxins6061896,,25,high_confidence_stx_biosynthesis,cyanobacteria,4,1,0,3,3,paralytic shellfish toxins; pst; psts; stx,toxin biosynthesis,,cyanobacteria; cyanobacterial; cylindrospermopsis,environmental; nitrate; nitrogen
PubMed,25076816.0,,2014.0,"PSP toxin levels and plankton community composition and abundance in size-fractionated vertical profiles during spring/summer blooms of the toxic dinoflagellate <i>Alexandrium fundyense</i> in the Gulf of Maine and on Georges Bank, 2007, 2008, and 2010: 1. Toxin levels.","As part of the NOAA ECOHAB funded Gulf of Maine Toxicity (GOMTOX) project, we determined <i>Alexandrium fundyense</i> abundance, paralytic shellfish poisoning (PSP) toxin composition, and concentration in quantitatively-sampled size-fractionated (20-64, 64-100, 100-200, 200-500, and > 500 μm) particulate water samples, and the community composition of potential grazers of <i>A. fundyense</i> in these size fractions, at multiple depths (typically 1, 10, 20 m, and near-bottom) during 10 large-scale sampling cruises during the <i>A. fundyense</i> bloom season (May-August) in the coastal Gulf of Maine and on Georges Bank in 2007, 2008, and 2010. Our findings were as follows: (1) when all sampling stations and all depths were summed by year, the majority (94% ± 4%) of total PSP toxicity was contained in the 20-64 μm size fraction; (2) when further analyzed by depth, the 20-64 μm size fraction was the primary source of toxin for 97% of the stations and depths samples over three years; (3) overall PSP toxin profiles were fairly consistent during the three seasons of sampling with gonyautoxins (1, 2, 3, and 4) dominating (90.7% ± 5.5%), followed by the carbamate toxins saxitoxin (STX) and neosaxitoxin (NEO) (7.7% ± 4.5%), followed by n-sulfocarbamoyl toxins (C1 and 2, GTX5) (1.3% ± 0.6%), followed by all decarbamoyl toxins (dcSTX, dcNEO, dcGTX2&3) (< 1%), although differences were noted between PSP toxin compositions for nearshore coastal Gulf of Maine sampling stations compared to offshore Georges Bank sampling stations for 2 out of 3 years; (4) surface cell counts of <i>A. fundyense</i> were a fairly reliable predictor of the presence of toxins throughout the water column; and (5) nearshore surface cell counts of <i>A. fundyense</i> in the coastal Gulf of Maine were not a reliable predictor of <i>A. fundyense</i> populations offshore on Georges Bank for 2 out of the 3 years sampled.","Deep-sea research. Part II, Topical studies in oceanography",saxitoxin dinoflagellate,dinoflagellate_stx,,,,25076816.0,psp toxin levels and plankton community composition and abundance in size fractionated vertical profiles during spring summer blooms of the toxic dinoflagellate alexandrium fundyense in the gulf of maine and on georges bank 2007 2008 and 2010 1 toxin levels,pmid:25076816.0,,25,dinoflagellate_stx,dinoflagellate,6,0,3,0,1,dcstx; gonyautoxins; neosaxitoxin; paralytic shellfish poisoning; saxitoxin; stx,,alexandrium; alexandrium fundyense; dinoflagellate,,bloom
PubMed,42025383.0,10.1016/j.hal.2026.103108,2026.0,Linking physiological response and toxin transfer: effects of ocean warming on paralytic shellfish toxins in Concholepas concholepas.,"This study examined the physiological responses and trophic transfer of paralytic shellfish toxins (PSTs) from the mussel Perumytilus purpuratus to the carnivorous gastropod concholepas under different temperature scenarios simulating present (14 °C) and projected warming conditions (18 °C). Controlled mesocosm experiments were conducted using two diets containing varying concentrations of Alexandrium catenella cells to simulate low- and high-intensity harmful algal blooms (HABs). The results indicate that there was no significant effect of diet or temperature on the physiological response of C. concholepas, despite the high levels of toxins determined in its tissues as a result of constant exposure to prey with PSTs. Feeding rates and absorption efficiency of C. concholepas showed evidence of acclimation to chronic exposure, while metabolic indicators such as oxygen consumption increased under toxin exposure and elevated temperatures. Toxin profiles indicated active biotransformation, including desulfonation and desulfation processes, producing more toxic analogues such as saxitoxin (STX) and neosaxitoxin (NEO). Both P. purpuratus and C. concholepas exhibited high tolerance to PST accumulation, with toxin levels exceeding regulatory limits, particularly under warming conditions. These findings underscore the potential ecological and food safety risks associated with the combined effects of HABs and ocean warming in southern Chile, where A. catenella blooms are becoming increasingly frequent and intense.",Harmful algae,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.1016/j.hal.2026.103108,42025383.0,linking physiological response and toxin transfer effects of ocean warming on paralytic shellfish toxins in concholepas concholepas,doi:10.1016/j.hal.2026.103108,,24,dinoflagellate_stx,dinoflagellate,6,0,2,0,2,neosaxitoxin; paralytic shellfish toxins; pst; psts; saxitoxin; stx,,alexandrium; alexandrium catenella,,temperature; warming
OpenAlex,,10.29303/jbt.v25i2.8786,2025.0,"A Decade Review of Dinoflagellate Species Composition in Lombok Waters, West Nusa Tenggara: Threat or Blessing","Armiani, S. (2021). Komposisi dan Kelimpahan Jenis Fitoplankton di Perairan Pelabuhan Carik Kecamatan Bayan Kabupaten Lombok Utara. Jurnal Ilmiah Pendidikan Sains Dan Terapan, 1(1), 75–80. Asefi, M. A., &amp; Attaran-Fariman, G. (2022). A Review of the Biotoxin of Marine Dinoflagellates; Mechanism of Action, Methods of Analysis, and Effects of These Toxins on the Environment and Human. Journal of Marine Medicine Spring, 2022(1), 68–78. https://doi.org/10.30491/4.1.68 A Asri, Y., Cokrowati, N., Sumsanto, M., &amp; Diniariwisan, D. (2024). Abundance Index And Community Structure Of Phytoplankton In The Integrated Marine Aquaculture Area Of Ekas Bay , West Nusa Tenggara. Jurnal Perikanan, 14(4), 2116–2125. https://doi.org/http://doi.org/10.29303/jp.v14i4.1256 Ayache, N., Bill, B. D., Brosnahan, M. L., Campbell, L., Deeds, J. R., Fiorendino, J. M., Gobler, C. J., Handy, S. M., Harrington, N., Kulis, D. M., McCarron, P., Miles, C. O., Moore, S. K., Nagai, S., Trainer, V. L., Wolny, J. L., Young, C. S., &amp; Smith, J. L. (2023). A survey of Dinophysis spp. and their potential to cause diarrhetic shellfish poisoning in coastal waters of the United States. Journal of Phycology, 59(4), 658–680. https://doi.org/10.1111/jpy.13331 Baek, S. H., Shimode, S., Han, M. S., &amp; Kikuchi, T. (2008). Growth of dinoflagellates, Ceratium furca and Ceratium fusus in Sagami Bay, Japan: The role of nutrients. Harmful Algae, 7(6), 729–739. https://doi.org/10.1016/j.hal.2008.02.007 Barber-Lluch, E., Nieto-Cid, M., Santos-Echeandía, J., &amp; Sánchez-Marín, P. (2023). Effect of dissolved organic matter on copper bioavailability to a coastal dinoflagellate at environmentally relevant concentrations. Science of the Total Environment, 901(May). https://doi.org/10.1016/j.scitotenv.2023.165989 Basti, L., Uchida, H., Matsushima, R., Watanabe, R., Suzuki, T., Yamatogi, T., &amp; Nagai, S. (2015). Influence of temperature on growth and production of pectenotoxin-2 by a monoclonal culture of Dinophysis caudata. Marine Drugs, 13(12), 7124–7137. https://doi.org/10.3390/md13127061 Bui, Q. T. N., Kim, H., Park, H., &amp; Ki, J. S. (2021). Salinity affects saxitoxins (Stxs) toxicity in the dinoflagellate alexandrium pacificum, with low transcription of sxt-biosynthesis genes sxta4 and sxtg. Toxins, 13(10). https://doi.org/10.3390/toxins13100733 Carnicer, O., Irwin, A. J., &amp; Finkel, Z. V. (2022). Traits influence dinoflagellate C:N:P. European Journal of Phycology, 57(2), 154–165. https://doi.org/10.1080/09670262.2021.1914860 Coyne, K. J., Salvitti, L. R., Mangum, A. M., Ozbay, G., Main, C. R., Kouhanestani, Z. M., &amp; Warner, M. E. (2021). Interactive effects of light, CO2 and temperature on growth and resource partitioning by the mixotrophic dinoflagellate, Karlodinium veneficum. PLoS ONE, 16(10 October), 1–20. https://doi.org/10.1371/journal.pone.0259161 Dolatabadi, F., Attaran-Fariman, G., &amp; Loghmani, M. (2021). Bloom occurrence and phylogeny of Gonyaulax polygramma (Dinophyceae) isolated from south east coast of Iran (Oman Sea). Iranian Journal of Fisheries Sciences, 20(6), 1789–1803. https://doi.org/10.22092/ijfs.2021.125501 Dong, S., Lei, Y., Bi, H., Xu, K., Li, T., &amp; Jian, Z. (2022). Biological Response of Planktic Foraminifera to Decline in Seawater pH. Biology, 11(1), 1–12. https://doi.org/10.3390/biology11010098 Fathurrahman, &amp; Aunurohim. (2014). Kajian Komposisi Fitoplankton dan Hubungannya dengan Lokasi Budidaya Kerang Mutiara (Pinctada Maxima) di Perairan Sekotong, Nusa Tenggara Barat. Teknik Pomits, 3(2), 93–98. Fernández, R., Mamán, L., Jaén, D., Fuentes, L. F., Ocaña, M. A., &amp; Gordillo, M. M. (2019). Dinophysis species and diarrhetic shellfish toxins: 20 years of monitoring program in andalusia, south of spain. Toxins, 11(4). https://doi.org/10.3390/toxins11040189 Fitriyah, A., Zainuri, M., &amp; Indriyawati, N. (2022). Perbedaan dan Hubungan Nitrat, Fosfat Dengan Kelimpahan Fitoplankton Pada Saat Air Pasang dan Surut di Muara Ujung Piring Bangkalan. Jurnal Kelautan: Indonesian Journal of Marine Science and Technology, 15(1), 60–68. https://doi.org/10.21107/jk.v15i1.13990 Funaki, C., Kuwata, K., Lum, W. M., Takahashi, K., Iwataki, M., &amp; Takahashi, K. (2024). Effects of temperature and light intensity on growth in Prorocentrum cf . balticum ( Dinophyceae ) isolated from the Oyashio-Kuroshio Mixed Water region , North Pacific. Plankton and Benthos Research, 19(4), 191–202. https://doi.org/10.3800/pbr.19.191 Graeff, J. E., Elkins, L. C., Leblond, J. D., Graeff, J. E., Elkins, L. C., &amp; Leblond, J. D. (2021). Plastid-associated galactolipid composition in eyespot-containing dinoflagellates: a review. Algae, 36(2), 73–90. https://doi.org/https://doi.org/10.4490/algae.2021.36.5.25 Iskandar, I., Sukoco, N. B., Kamija, K., &amp; Pranowo, W. S. (2022). Karakteristik Termoklin dan Kecepatan Suara di Selat Lombok Berdasarkan Filtering data CTD Menggunakan Analysis Toolpak. Jurnal Chart Datum, 4(1), 43–50. https://doi.org/10.37875/chartdatum.v4i1.3 Ismunarti, D. H., &amp; Baskoro, R. (2013). Kajian Pola Arus Di Perairan Nusa Tenggara Barat Dan Simulasinya Menggunakan Pendekatan Model Matematik. Buletin Oseanografi Marina, 2, 5–6. Kesaulya, I., Rumohoira, D. R., &amp; Saravanakumar, A. (2022). The Abundance of Gonyaulax polygramma and Chaetoceros sp. Causing Blooming in Ambon Bay, Maluku. Ilmu Kelautan: Indonesian Journal of Marine Sciences, 27(1), 13–19. https://doi.org/10.14710/ik.ijms.27.1.13-19 Mahmudi, M., Arsad, S., Lusiana, E. D., Musa, M., Fitrianesia, F., Ramadhan, S. F., Arif, A. R., Savitri, F. R., Dewinta, A. A., &amp; Ongkosongo, A. D. (2023). Microalgae diversity in varying habitat characteristics in Pasuruan and Sidoarjo coastal areas, East Java, Indonesia. Biodiversitas, 24(8), 4418–4426. https://doi.org/10.13057/biodiv/d240823 Matsubara, T., Nagasoe, S., Yamasaki, Y., Shikata, T., Shimasaki, Y., Oshima, Y., &amp; Honjo, T. (2007). Effects of temperature, salinity, and irradiance on the growth of the dinoflagellate Akashiwo sanguinea. Journal of Experimental Marine Biology and Ecology, 342(2), 226–230. https://doi.org/10.1016/j.jembe.2006.09.013 Mujib, A. S., Damar, A., &amp; Wardiatno, Y. (2015). Spatial Distribution of Planktonic Dinoflagellate in Makassar Waters, South Sulawesi. Jurnal Ilmu Dan Teknologi Kelautan Tropis, 7, 479–492. Park, S. A., Jeong, H. J., Ok, J. H., Kang, H. C., You, J. H., Eom, S. H., Du Yoo, Y., &amp; Lee, M. J. (2024). Effect of salinity on the bioluminescence intensity of the heterotrophic dinoflagellates Noctiluca scintillans and Polykrikos kofoidii and the autotrophic dinoflagellate Alexandrium mediterraneum. Marine Biology, 171(6), 1–19. https://doi.org/10.1007/s00227-024-04440-3 Paulette, A. M. (2023). Phycotoxins Dynamic from San-Pedro Port Area and their Potentials Associated Risks. European Journal of Applied Science, 11(5), 121–131. https://doi.org/10.14738/aivp.115.15187 Perkins, J. C., Zenger, K. R., Kjeldsen, S. R., Liu, Y., &amp; Strugnell, J. M. (2025). Assessment of dinoflagellate diversity using DNA metabarcoding reveals toxic dinoflagellate species in Australian coastal waters. Marine Pollution Bulletin, 210(November 2024), 117319. https://doi.org/10.1016/j.marpolbul.2024.117319 Purnamaningtyas, S. E. (2019). Distribusi dan Kelimpahan Fitoplankton di Teluk Gerupuk, Nusa Tenggara Barat. Akuatika Indonesia, 4(1), 24. https://doi.org/10.24198/jaki.v4i1.23431 Radiarta, I. N., Erlania, E., &amp; Ketut Sugama, K. S. (2015). Analisis Spasial Dan Temporal Komunitas Fitoplankton Sekitar Budidaya Laut Terintegrasi Di Teluk Ekas, Nusa Tenggara Barat. Jurnal Riset Akuakultur, 10(2), 283. https://doi.org/10.15578/jra.10.2.2015.283-291 Sathishkumar, R. S., Sahu, G., Mohanty, A. K., Arunachalam, K. D., &amp; Venkatesan, R. (2021). First report of Protoperidinium steinii (Dinophyceae) bloom from the coastal marine ecosystem – an observation from tropical Indian waters. Oceanologia, 63(3), 391–402. https://doi.org/10.1016/j.oceano.2021.04.003 Sherr, E. B., &amp; Sherr, B. F. (2007). Heterotrophic dinoflagellates: A significant component of microzooplankton biomass and major grazers of diatoms in the sea. Marine Ecology Progress Series, 352, 187–197. https://doi.org/10.3354/meps07161 Syaufullah, M. D. (2015). Analisis Suhu Permukaan Laut Perairan Indonesia...Pemanasan Global (Syaifullah. Jurnal Segara, 11(1), 37–47. http://rda.ucar.edu/datasets/ Watras, C. J., Chisholm, S. W., &amp; Anderson, D. M. (1982). Regulation of growth in an estuarine clone of Gonyaulax tam arensis Lebour: Salinity-dependent temperature responses. Journal of Experimental Marine Biology and Ecology, 62(1), 25–37. https://doi.org/10.1016/0022-0981(82)90214-3 Ye, M. H., Li, D. W., Cai, Q. D., Jiao, Y. H., Liu, Y., Li, H. Y., &amp; Yang, W. D. (2022). Toxic Responses of Different Shellfish Species after Exposure to Prorocentrum lima, a DSP Toxins Producing Dinoflagellate. Toxins, 14(7). https://doi.org/10.3390/toxins14070461",JURNAL BIOLOGI TROPIS,Alexandrium sxtG,dinoflagellate_stx,https://openalex.org/W4410334338,,10.29303/jbt.v25i2.8786,,a decade review of dinoflagellate species composition in lombok waters west nusa tenggara threat or blessing,doi:10.29303/jbt.v25i2.8786,,24,high_confidence_stx_biosynthesis,dinoflagellate,1,2,4,0,5,saxitoxins,sxta4; sxtg,alexandrium; alexandrium pacificum; dinoflagellate; dinoflagellates,,bloom; irradiance; light; salinity; temperature
